รหัสเขต,รหัสโรงเรียน,ประเภท,รวม
2564-3,86010076,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010077,นักเรียนจบทั้งหมด,4
2564-3,86010077,โรงเรียนเดิม,0
2564-3,86010077,โรงเรียนอื่น สังกัด สพฐ.,4
2564-3,86010077,โรงเรียนสังกัดเอกชน,0
2564-3,86010077,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010077,กศน.,0
2564-3,86010077,อื่น ๆ,0
2564-3,86010077,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010078,นักเรียนจบทั้งหมด,13
2564-3,86010078,โรงเรียนเดิม,0
2564-3,86010078,โรงเรียนอื่น สังกัด สพฐ.,13
2564-3,86010078,โรงเรียนสังกัดเอกชน,0
2564-3,86010078,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010078,กศน.,0
2564-3,86010078,อื่น ๆ,0
2564-3,86010078,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010079,นักเรียนจบทั้งหมด,78
2564-3,86010079,โรงเรียนเดิม,0
2564-3,86010079,โรงเรียนอื่น สังกัด สพฐ.,78
2564-3,86010079,โรงเรียนสังกัดเอกชน,0
2564-3,86010079,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010079,กศน.,0
2564-3,86010079,อื่น ๆ,0
2564-3,86010079,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010080,นักเรียนจบทั้งหมด,30
2564-3,86010080,โรงเรียนเดิม,23
2564-3,86010080,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010080,โรงเรียนสังกัดเอกชน,2
2564-3,86010080,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010080,กศน.,0
2564-3,86010080,อื่น ๆ,0
2564-3,86010080,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010083,นักเรียนจบทั้งหมด,99
2564-3,86010083,โรงเรียนเดิม,71
2564-3,86010083,โรงเรียนอื่น สังกัด สพฐ.,28
2564-3,86010083,โรงเรียนสังกัดเอกชน,0
2564-3,86010083,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010083,กศน.,0
2564-3,86010083,อื่น ๆ,0
2564-3,86010083,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010089,นักเรียนจบทั้งหมด,13
2564-3,86010089,โรงเรียนเดิม,0
2564-3,86010089,โรงเรียนอื่น สังกัด สพฐ.,0
2564-3,86010089,โรงเรียนสังกัดเอกชน,0
2564-3,86010089,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010089,กศน.,0
2564-3,86010089,อื่น ๆ,13
2564-3,86010089,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010090,นักเรียนจบทั้งหมด,27
2564-3,86010090,โรงเรียนเดิม,0
2564-3,86010090,โรงเรียนอื่น สังกัด สพฐ.,23
2564-3,86010090,โรงเรียนสังกัดเอกชน,3
2564-3,86010090,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010090,กศน.,1
2564-3,86010090,อื่น ๆ,0
2564-3,86010090,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010091,นักเรียนจบทั้งหมด,5
2564-3,86010091,โรงเรียนเดิม,0
2564-3,86010091,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010091,โรงเรียนสังกัดเอกชน,0
2564-3,86010091,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010091,กศน.,0
2564-3,86010091,อื่น ๆ,0
2564-3,86010091,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010092,นักเรียนจบทั้งหมด,24
2564-3,86010092,โรงเรียนเดิม,18
2564-3,86010092,โรงเรียนอื่น สังกัด สพฐ.,6
2564-3,86010092,โรงเรียนสังกัดเอกชน,0
2564-3,86010092,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010092,กศน.,0
2564-3,86010092,อื่น ๆ,0
2564-3,86010092,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010093,นักเรียนจบทั้งหมด,87
2564-3,86010093,โรงเรียนเดิม,87
2564-3,86010093,โรงเรียนอื่น สังกัด สพฐ.,0
2564-3,86010093,โรงเรียนสังกัดเอกชน,0
2564-3,86010093,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010093,กศน.,0
2564-3,86010093,อื่น ๆ,0
2564-3,86010093,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010094,นักเรียนจบทั้งหมด,13
2564-3,86010094,โรงเรียนเดิม,0
2564-3,86010094,โรงเรียนอื่น สังกัด สพฐ.,13
2564-3,86010094,โรงเรียนสังกัดเอกชน,0
2564-3,86010094,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010094,กศน.,0
2564-3,86010094,อื่น ๆ,0
2564-3,86010094,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010095,นักเรียนจบทั้งหมด,33
2564-3,86010095,โรงเรียนเดิม,28
2564-3,86010095,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010095,โรงเรียนสังกัดเอกชน,0
2564-3,86010095,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010095,กศน.,0
2564-3,86010095,อื่น ๆ,0
2564-3,86010095,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010096,นักเรียนจบทั้งหมด,33
2564-3,86010096,โรงเรียนเดิม,20
2564-3,86010096,โรงเรียนอื่น สังกัด สพฐ.,13
2564-3,86010096,โรงเรียนสังกัดเอกชน,0
2564-3,86010096,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010096,กศน.,0
2564-3,86010096,อื่น ๆ,0
2564-3,86010096,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010097,นักเรียนจบทั้งหมด,5
2564-3,86010097,โรงเรียนเดิม,0
2564-3,86010097,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010097,โรงเรียนสังกัดเอกชน,0
2564-3,86010097,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010097,กศน.,0
2564-3,86010097,อื่น ๆ,0
2564-3,86010097,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010098,นักเรียนจบทั้งหมด,12
2564-3,86010098,โรงเรียนเดิม,0
2564-3,86010098,โรงเรียนอื่น สังกัด สพฐ.,12
2564-3,86010098,โรงเรียนสังกัดเอกชน,0
2564-3,86010098,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010098,กศน.,0
2564-3,86010098,อื่น ๆ,0
2564-3,86010098,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010099,นักเรียนจบทั้งหมด,11
2564-3,86010099,โรงเรียนเดิม,0
2564-3,86010099,โรงเรียนอื่น สังกัด สพฐ.,11
2564-3,86010099,โรงเรียนสังกัดเอกชน,0
2564-3,86010099,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010099,กศน.,0
2564-3,86010099,อื่น ๆ,0
2564-3,86010099,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010100,นักเรียนจบทั้งหมด,17
2564-3,86010100,โรงเรียนเดิม,16
2564-3,86010100,โรงเรียนอื่น สังกัด สพฐ.,0
2564-3,86010100,โรงเรียนสังกัดเอกชน,0
2564-3,86010100,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010100,กศน.,0
2564-3,86010100,อื่น ๆ,1
2564-3,86010100,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010101,นักเรียนจบทั้งหมด,8
2564-3,86010101,โรงเรียนเดิม,0
2564-3,86010101,โรงเรียนอื่น สังกัด สพฐ.,8
2564-3,86010101,โรงเรียนสังกัดเอกชน,0
2564-3,86010101,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010101,กศน.,0
2564-3,86010101,อื่น ๆ,0
2564-3,86010101,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010102,นักเรียนจบทั้งหมด,50
2564-3,86010102,โรงเรียนเดิม,46
2564-3,86010102,โรงเรียนอื่น สังกัด สพฐ.,4
2564-3,86010102,โรงเรียนสังกัดเอกชน,0
2564-3,86010102,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010102,กศน.,0
2564-3,86010102,อื่น ๆ,0
2564-3,86010102,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010103,นักเรียนจบทั้งหมด,25
2564-3,86010103,โรงเรียนเดิม,23
2564-3,86010103,โรงเรียนอื่น สังกัด สพฐ.,2
2564-3,86010103,โรงเรียนสังกัดเอกชน,0
2564-3,86010103,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010103,กศน.,0
2564-3,86010103,อื่น ๆ,0
2564-3,86010103,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010104,นักเรียนจบทั้งหมด,38
2564-3,86010104,โรงเรียนเดิม,31
2564-3,86010104,โรงเรียนอื่น สังกัด สพฐ.,3
2564-3,86010104,โรงเรียนสังกัดเอกชน,2
2564-3,86010104,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010104,กศน.,0
2564-3,86010104,อื่น ๆ,2
2564-3,86010104,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010105,นักเรียนจบทั้งหมด,16
2564-3,86010105,โรงเรียนเดิม,0
2564-3,86010105,โรงเรียนอื่น สังกัด สพฐ.,16
2564-3,86010105,โรงเรียนสังกัดเอกชน,0
2564-3,86010105,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010105,กศน.,0
2564-3,86010105,อื่น ๆ,0
2564-3,86010105,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010106,นักเรียนจบทั้งหมด,15
2564-3,86010106,โรงเรียนเดิม,0
2564-3,86010106,โรงเรียนอื่น สังกัด สพฐ.,12
2564-3,86010106,โรงเรียนสังกัดเอกชน,2
2564-3,86010106,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010106,กศน.,0
2564-3,86010106,อื่น ๆ,1
2564-3,86010106,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010107,นักเรียนจบทั้งหมด,10
2564-3,86010107,โรงเรียนเดิม,0
2564-3,86010107,โรงเรียนอื่น สังกัด สพฐ.,10
2564-3,86010107,โรงเรียนสังกัดเอกชน,0
2564-3,86010107,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010107,กศน.,0
2564-3,86010107,อื่น ๆ,0
2564-3,86010107,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010108,นักเรียนจบทั้งหมด,31
2564-3,86010108,โรงเรียนเดิม,27
2564-3,86010108,โรงเรียนอื่น สังกัด สพฐ.,4
2564-3,86010108,โรงเรียนสังกัดเอกชน,0
2564-3,86010108,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010108,กศน.,0
2564-3,86010108,อื่น ๆ,0
2564-3,86010108,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010109,นักเรียนจบทั้งหมด,11
2564-3,86010109,โรงเรียนเดิม,0
2564-3,86010109,โรงเรียนอื่น สังกัด สพฐ.,11
2564-3,86010109,โรงเรียนสังกัดเอกชน,0
2564-3,86010109,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010109,กศน.,0
2564-3,86010109,อื่น ๆ,0
2564-3,86010109,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010110,นักเรียนจบทั้งหมด,4
2564-3,86010110,โรงเรียนเดิม,2
2564-3,86010110,โรงเรียนอื่น สังกัด สพฐ.,0
2564-3,86010110,โรงเรียนสังกัดเอกชน,0
2564-3,86010110,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010110,กศน.,0
2564-3,86010110,อื่น ๆ,2
2564-3,86010110,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010111,นักเรียนจบทั้งหมด,14
2564-3,86010111,โรงเรียนเดิม,0
2564-3,86010111,โรงเรียนอื่น สังกัด สพฐ.,14
2564-3,86010111,โรงเรียนสังกัดเอกชน,0
2564-3,86010111,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010111,กศน.,0
2564-3,86010111,อื่น ๆ,0
2564-3,86010111,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010112,นักเรียนจบทั้งหมด,16
2564-3,86010112,โรงเรียนเดิม,0
2564-3,86010112,โรงเรียนอื่น สังกัด สพฐ.,16
2564-3,86010112,โรงเรียนสังกัดเอกชน,0
2564-3,86010112,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010112,กศน.,0
2564-3,86010112,อื่น ๆ,0
2564-3,86010112,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010113,นักเรียนจบทั้งหมด,2
2564-3,86010113,โรงเรียนเดิม,0
2564-3,86010113,โรงเรียนอื่น สังกัด สพฐ.,1
2564-3,86010113,โรงเรียนสังกัดเอกชน,0
2564-3,86010113,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010113,กศน.,0
2564-3,86010113,อื่น ๆ,1
2564-3,86010113,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010115,นักเรียนจบทั้งหมด,24
2564-3,86010115,โรงเรียนเดิม,18
2564-3,86010115,โรงเรียนอื่น สังกัด สพฐ.,6
2564-3,86010115,โรงเรียนสังกัดเอกชน,0
2564-3,86010115,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010115,กศน.,0
2564-3,86010115,อื่น ๆ,0
2564-3,86010115,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010118,นักเรียนจบทั้งหมด,7
2564-3,86010118,โรงเรียนเดิม,0
2564-3,86010118,โรงเรียนอื่น สังกัด สพฐ.,7
2564-3,86010118,โรงเรียนสังกัดเอกชน,0
2564-3,86010118,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010118,กศน.,0
2564-3,86010118,อื่น ๆ,0
2564-3,86010118,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010119,นักเรียนจบทั้งหมด,20
2564-3,86010119,โรงเรียนเดิม,0
2564-3,86010119,โรงเรียนอื่น สังกัด สพฐ.,18
2564-3,86010119,โรงเรียนสังกัดเอกชน,0
2564-3,86010119,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010119,กศน.,1
2564-3,86010119,อื่น ๆ,0
2564-3,86010119,โรงเรียนอื่น สังกัด อบท.,1
2564-3,86010120,นักเรียนจบทั้งหมด,12
2564-3,86010120,โรงเรียนเดิม,0
2564-3,86010120,โรงเรียนอื่น สังกัด สพฐ.,11
2564-3,86010120,โรงเรียนสังกัดเอกชน,0
2564-3,86010120,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010120,กศน.,0
2564-3,86010120,อื่น ๆ,1
2564-3,86010120,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010121,นักเรียนจบทั้งหมด,16
2564-3,86010121,โรงเรียนเดิม,14
2564-3,86010121,โรงเรียนอื่น สังกัด สพฐ.,2
2564-3,86010121,โรงเรียนสังกัดเอกชน,0
2564-3,86010121,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010121,กศน.,0
2564-3,86010121,อื่น ๆ,0
2564-3,86010121,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010122,นักเรียนจบทั้งหมด,4
2564-3,86010122,โรงเรียนเดิม,0
2564-3,86010122,โรงเรียนอื่น สังกัด สพฐ.,4
2564-3,86010122,โรงเรียนสังกัดเอกชน,0
2564-3,86010122,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010122,กศน.,0
2564-3,86010122,อื่น ๆ,0
2564-3,86010122,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010124,นักเรียนจบทั้งหมด,6
2564-3,86010124,โรงเรียนเดิม,0
2564-3,86010124,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010124,โรงเรียนสังกัดเอกชน,0
2564-3,86010124,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010124,กศน.,0
2564-3,86010124,อื่น ๆ,0
2564-3,86010124,โรงเรียนอื่น สังกัด อบท.,1
2564-3,86010126,นักเรียนจบทั้งหมด,3
2564-3,86010126,โรงเรียนเดิม,0
2564-3,86010126,โรงเรียนอื่น สังกัด สพฐ.,3
2564-3,86010126,โรงเรียนสังกัดเอกชน,0
2564-3,86010126,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010126,กศน.,0
2564-3,86010126,อื่น ๆ,0
2564-3,86010126,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010127,นักเรียนจบทั้งหมด,6
2564-3,86010127,โรงเรียนเดิม,0
2564-3,86010127,โรงเรียนอื่น สังกัด สพฐ.,6
2564-3,86010127,โรงเรียนสังกัดเอกชน,0
2564-3,86010127,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010127,กศน.,0
2564-3,86010127,อื่น ๆ,0
2564-3,86010127,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010128,นักเรียนจบทั้งหมด,171
2564-3,86010128,โรงเรียนเดิม,0
2564-3,86010128,โรงเรียนอื่น สังกัด สพฐ.,171
2564-3,86010128,โรงเรียนสังกัดเอกชน,0
2564-3,86010128,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010128,กศน.,0
2564-3,86010128,อื่น ๆ,0
2564-3,86010128,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010129,นักเรียนจบทั้งหมด,3
2564-3,86010129,โรงเรียนเดิม,0
2564-3,86010129,โรงเรียนอื่น สังกัด สพฐ.,2
2564-3,86010129,โรงเรียนสังกัดเอกชน,1
2564-3,86010129,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010129,กศน.,0
2564-3,86010129,อื่น ๆ,0
2564-3,86010129,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010130,นักเรียนจบทั้งหมด,21
2564-3,86010130,โรงเรียนเดิม,0
2564-3,86010130,โรงเรียนอื่น สังกัด สพฐ.,20
2564-3,86010130,โรงเรียนสังกัดเอกชน,0
2564-3,86010130,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010130,กศน.,1
2564-3,86010130,อื่น ๆ,0
2564-3,86010130,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010131,นักเรียนจบทั้งหมด,25
2564-3,86010131,โรงเรียนเดิม,20
2564-3,86010131,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010131,โรงเรียนสังกัดเอกชน,0
2564-3,86010131,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010131,กศน.,0
2564-3,86010131,อื่น ๆ,0
2564-3,86010131,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010132,นักเรียนจบทั้งหมด,5
2564-3,86010132,โรงเรียนเดิม,0
2564-3,86010132,โรงเรียนอื่น สังกัด สพฐ.,4
2564-3,86010132,โรงเรียนสังกัดเอกชน,0
2564-3,86010132,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010132,กศน.,0
2564-3,86010132,อื่น ๆ,1
2564-3,86010132,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010133,นักเรียนจบทั้งหมด,60
2564-3,86010133,โรงเรียนเดิม,0
2564-3,86010133,โรงเรียนอื่น สังกัด สพฐ.,60
2564-3,86010133,โรงเรียนสังกัดเอกชน,0
2564-3,86010133,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010133,กศน.,0
2564-3,86010133,อื่น ๆ,0
2564-3,86010133,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010134,นักเรียนจบทั้งหมด,13
2564-3,86010134,โรงเรียนเดิม,0
2564-3,86010134,โรงเรียนอื่น สังกัด สพฐ.,13
2564-3,86010134,โรงเรียนสังกัดเอกชน,0
2564-3,86010134,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010134,กศน.,0
2564-3,86010134,อื่น ๆ,0
2564-3,86010134,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010136,นักเรียนจบทั้งหมด,5
2564-3,86010136,โรงเรียนเดิม,0
2564-3,86010136,โรงเรียนอื่น สังกัด สพฐ.,5
2564-3,86010136,โรงเรียนสังกัดเอกชน,0
2564-3,86010136,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010136,กศน.,0
2564-3,86010136,อื่น ๆ,0
2564-3,86010136,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010137,นักเรียนจบทั้งหมด,10
2564-3,86010137,โรงเรียนเดิม,0
2564-3,86010137,โรงเรียนอื่น สังกัด สพฐ.,10
2564-3,86010137,โรงเรียนสังกัดเอกชน,0
2564-3,86010137,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010137,กศน.,0
2564-3,86010137,อื่น ๆ,0
2564-3,86010137,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010139,นักเรียนจบทั้งหมด,29
2564-3,86010139,โรงเรียนเดิม,0
2564-3,86010139,โรงเรียนอื่น สังกัด สพฐ.,29
2564-3,86010139,โรงเรียนสังกัดเอกชน,0
2564-3,86010139,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010139,กศน.,0
2564-3,86010139,อื่น ๆ,0
2564-3,86010139,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010140,นักเรียนจบทั้งหมด,15
2564-3,86010140,โรงเรียนเดิม,12
2564-3,86010140,โรงเรียนอื่น สังกัด สพฐ.,3
2564-3,86010140,โรงเรียนสังกัดเอกชน,0
2564-3,86010140,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010140,กศน.,0
2564-3,86010140,อื่น ๆ,0
2564-3,86010140,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010142,นักเรียนจบทั้งหมด,22
2564-3,86010142,โรงเรียนเดิม,12
2564-3,86010142,โรงเรียนอื่น สังกัด สพฐ.,8
2564-3,86010142,โรงเรียนสังกัดเอกชน,2
2564-3,86010142,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010142,กศน.,0
2564-3,86010142,อื่น ๆ,0
2564-3,86010142,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010143,นักเรียนจบทั้งหมด,17
2564-3,86010143,โรงเรียนเดิม,0
2564-3,86010143,โรงเรียนอื่น สังกัด สพฐ.,17
2564-3,86010143,โรงเรียนสังกัดเอกชน,0
2564-3,86010143,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010143,กศน.,0
2564-3,86010143,อื่น ๆ,0
2564-3,86010143,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010145,นักเรียนจบทั้งหมด,28
2564-3,86010145,โรงเรียนเดิม,21
2564-3,86010145,โรงเรียนอื่น สังกัด สพฐ.,7
2564-3,86010145,โรงเรียนสังกัดเอกชน,0
2564-3,86010145,โรงเรียนพระปริยัติธรรม แผนกสามัญ,0
2564-3,86010145,กศน.,0
2564-3,86010145,อื่น ๆ,0
2564-3,86010145,โรงเรียนอื่น สังกัด อบท.,0
2564-3,86010000,นักเรียนจบทั้งหมด,2560
2564-3,86010000,โรงเรียนเดิม,974
2564-3,86010000,โรงเรียนอื่น สังกัด สพฐ.,1468
2564-3,86010000,โรงเรียนสังกัดเอกชน,32
2564-3,86010000,โรงเรียนพระปริยัติธรรม แผนกสามัญ,2
2564-3,86010000,กศน.,4
2564-3,86010000,อื่น ๆ,58
2564-3,86010000,โรงเรียนอื่น สังกัด อบท.,22
